,gx,gy,gz,ax,ay,az,mx,my,mz
0,0.54931640625,1.4190673828125,-8.04901123046875,-0.111328125,0.0743408203125,0.85015869140625,-72.28112030029297,128.06192016601562,11.889690399169922
1,0.61798095703125,1.495361328125,-8.0718994140625,-0.11181640625,0.075439453125,0.8511962890625,-72.28112030029297,128.06192016601562,11.889690399169922
2,0.58746337890625,1.42669677734375,-8.03375244140625,-0.1138916015625,0.0733642578125,0.849365234375,-72.28112030029297,128.06192016601562,11.889690399169922
3,0.54931640625,1.21307373046875,-7.9803466796875,-0.1112060546875,0.0701904296875,0.84942626953125,-72.28112030029297,128.06192016601562,11.889690399169922
4,0.64849853515625,1.1749267578125,-8.09478759765625,-0.1109619140625,0.0693359375,0.85333251953125,-72.28112030029297,128.06192016601562,11.889690399169922
5,0.67138671875,1.190185546875,-8.07952880859375,-0.10894775390625,0.0670166015625,0.8538818359375,-72.28112030029297,128.06192016601562,11.889690399169922
6,0.762939453125,1.18255615234375,-8.04901123046875,-0.1102294921875,0.068115234375,0.8529052734375,-72.28112030029297,128.06192016601562,11.889690399169922
7,0.75531005859375,1.09100341796875,-7.95745849609375,-0.11029052734375,0.06634521484375,0.8526611328125,-72.28112030029297,128.06192016601562,11.889690399169922
8,0.77056884765625,1.13677978515625,-8.0108642578125,-0.1112060546875,0.0693359375,0.852294921875,-72.28112030029297,128.06192016601562,11.889690399169922
9,0.66375732421875,1.1138916015625,-8.026123046875,-0.1107177734375,0.07232666015625,0.8536376953125,-72.98629760742188,127.35440063476562,12.569101333618164
10,0.60272216796875,1.0986328125,-8.00323486328125,-0.1123046875,0.0745849609375,0.8515625,-72.98629760742188,127.35440063476562,12.569101333618164
11,0.60272216796875,1.10626220703125,-8.087158203125,-0.1165771484375,0.07647705078125,0.852783203125,-72.98629760742188,127.35440063476562,12.569101333618164
12,0.335693359375,1.1138916015625,-7.9193115234375,-0.1099853515625,0.07470703125,0.84759521484375,-72.98629760742188,127.35440063476562,12.569101333618164
13,0.3204345703125,1.0833740234375,-7.98797607421875,-0.11590576171875,0.072509765625,0.84918212890625,-72.98629760742188,127.35440063476562,12.569101333618164
14,0.20599365234375,1.0986328125,-8.0718994140625,-0.1087646484375,0.07366943359375,0.84954833984375,-72.98629760742188,127.35440063476562,12.569101333618164
15,0.26702880859375,1.07574462890625,-8.026123046875,-0.10992431640625,0.0712890625,0.84869384765625,-72.98629760742188,127.35440063476562,12.569101333618164
16,0.20599365234375,0.9765625,-7.99560546875,-0.11175537109375,0.06927490234375,0.8502197265625,-72.98629760742188,127.35440063476562,12.569101333618164
17,-0.78582763671875,-0.49591064453125,-8.0413818359375,-0.1171875,0.06890869140625,0.85009765625,-72.98629760742188,127.35440063476562,12.569101333618164
18,-0.4119873046875,-0.45013427734375,-8.07952880859375,-0.11090087890625,0.06744384765625,0.849853515625,-72.98629760742188,127.35440063476562,12.569101333618164
19,-0.2899169921875,-0.54931640625,-8.1634521484375,-0.1077880859375,0.07049560546875,0.84869384765625,-72.98629760742188,127.35440063476562,12.569101333618164
20,-0.152587890625,-0.03814697265625,-8.15582275390625,-0.07867431640625,0.0203857421875,0.8616943359375,-72.98629760742188,127.35440063476562,12.569101333618164
21,1.13677978515625,7.659912109375,-8.23211669921875,-0.12164306640625,0.110595703125,0.86065673828125,-72.81000518798828,128.23880004882812,11.71983814239502
22,0.5950927734375,2.12860107421875,-7.97271728515625,-0.10455322265625,0.068115234375,0.85784912109375,-72.81000518798828,128.23880004882812,11.71983814239502
23,0.96893310546875,2.8228759765625,-7.98797607421875,-0.11328125,0.07940673828125,0.840087890625,-72.81000518798828,128.23880004882812,11.71983814239502
24,0.274658203125,1.76239013671875,-8.00323486328125,-0.11199951171875,0.07916259765625,0.8450927734375,-72.81000518798828,128.23880004882812,11.71983814239502
